"post_url";"published_at";"place_name";"address";"latitude";"longitude";"decision";"reason";"confidence";"photo_count"
"https://vk.ru/wall-35885835_103260";"2026-05-19T18:24:43.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_103240";"2026-05-19T07:32:42.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_103218";"2026-05-18T08:02:07.000Z";"Красный мост";"Курск, Красный мост";"51.686345";"36.112772";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"4"
"https://vk.ru/wall-35885835_103217";"2026-05-18T07:56:44.000Z";"Красный мост";"";"";"";"duplicate";"Тот же объект уже представлен на под-карте отдельным опорным постом: Красный мост.";"high";"3"
"https://vk.ru/wall-35885835_103208";"2026-05-16T08:37:17.000Z";"Красный мост";"";"";"";"duplicate";"Тот же объект уже представлен на под-карте отдельным опорным постом: Красный мост.";"high";"5"
"https://vk.ru/wall-35885835_103202";"2026-05-14T19:17:54.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_103161";"2026-05-13T18:27:02.000Z";"Площадь Героев Курской битвы";"Курск, площадь Героев Курской битвы";"51.75683";"36.188804";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"8"
"https://vk.ru/wall-35885835_103129";"2026-05-11T18:40:18.000Z";"Никитское кладбище";"Курск, Никитское кладбище";"51.755184";"36.186424";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"9"
"https://vk.ru/wall-35885835_103123";"2026-05-10T19:23:32.000Z";"Красная площадь";"";"";"";"duplicate";"Тот же объект уже представлен на под-карте отдельным опорным постом: Красная площадь.";"high";"2"
"https://vk.ru/wall-35885835_103120";"2026-05-10T07:54:28.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"0"
"https://vk.ru/wall-35885835_103111";"2026-05-09T06:36:24.000Z";"";"";"";"";"excluded";"В публикации нет текста, по которому можно надёжно установить объект и адрес.";"low";"1"
"https://vk.ru/wall-35885835_103110";"2026-05-09T06:30:47.000Z";"Красная площадь";"";"";"";"duplicate";"Тот же объект уже представлен на под-карте отдельным опорным постом: Красная площадь.";"high";"3"
"https://vk.ru/wall-35885835_103107";"2026-05-07T19:40:05.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"3"
"https://vk.ru/wall-35885835_103093";"2026-05-06T18:41:16.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_103089";"2026-05-05T19:31:21.000Z";"Перекрёсток Малых и Стрелецкой Набережной";"Курск, район пересечения ул. Малых и Стрелецкой Набережной";"51.720588";"36.19301";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_103071";"2026-05-04T08:19:34.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_103052";"2026-05-03T21:06:32.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"5"
"https://vk.ru/wall-35885835_103031";"2026-05-03T06:06:57.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"4"
"https://vk.ru/wall-35885835_102993";"2026-05-01T09:00:48.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"6"
"https://vk.ru/wall-35885835_102972";"2026-05-01T04:32:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"4"
"https://vk.ru/wall-35885835_102968";"2026-04-30T19:32:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"4"
"https://vk.ru/wall-35885835_102961";"2026-04-30T14:32:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"4"
"https://vk.ru/wall-35885835_102945";"2026-04-30T07:32:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"5"
"https://vk.ru/wall-35885835_102929";"2026-04-29T19:32:50.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"6"
"https://vk.ru/wall-35885835_102920";"2026-04-29T16:22:57.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_102918";"2026-04-28T19:35:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"4"
"https://vk.ru/wall-35885835_102914";"2026-04-28T14:35:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_102891";"2026-04-28T07:35:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"4"
"https://vk.ru/wall-35885835_102870";"2026-04-27T18:35:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_102865";"2026-04-27T14:35:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_102861";"2026-04-27T07:35:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_102856";"2026-04-26T18:35:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_102854";"2026-04-26T14:35:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_102847";"2026-04-26T07:35:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_102843";"2026-04-25T18:35:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_102841";"2026-04-25T14:35:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_102840";"2026-04-25T06:47:52.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_102824";"2026-04-24T15:32:42.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_102823";"2026-04-23T18:55:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"5"
"https://vk.ru/wall-35885835_102816";"2026-04-23T09:55:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"4"
"https://vk.ru/wall-35885835_102806";"2026-04-22T17:55:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"4"
"https://vk.ru/wall-35885835_102801";"2026-04-22T09:55:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_102778";"2026-04-21T17:55:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_102769";"2026-04-21T11:55:10.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"3"
"https://vk.ru/wall-35885835_102759";"2026-04-20T21:57:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_102753";"2026-04-20T18:23:37.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"5"
"https://vk.ru/wall-35885835_102744";"2026-04-19T16:33:50.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_102727";"2026-04-19T07:23:04.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_102711";"2026-04-18T17:52:56.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"5"
"https://vk.ru/wall-35885835_102709";"2026-04-18T17:30:57.000Z";"";"";"";"";"excluded";"В публикации нет текста, по которому можно надёжно установить объект и адрес.";"low";"0"
"https://vk.ru/wall-35885835_102677";"2026-04-16T20:19:24.000Z";"Перекрёсток Ленина и Садовой";"";"";"";"duplicate";"Тот же объект уже представлен на под-карте отдельным опорным постом: Перекрёсток Ленина и Садовой.";"high";"1"
"https://vk.ru/wall-35885835_102676";"2026-04-16T20:16:31.000Z";"Сквер у драмтеатра";"Курск, ул. Ленина, 26";"51.739068";"36.191541";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_102660";"2026-04-15T19:49:06.000Z";"Красная площадь";"";"";"";"duplicate";"Тот же объект уже представлен на под-карте отдельным опорным постом: Красная площадь.";"high";"1"
"https://vk.ru/wall-35885835_102657";"2026-04-14T21:16:33.000Z";"Курский цирк";"Курск, Курский государственный цирк";"51.725726";"36.189326";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_102652";"2026-04-14T12:28:48.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_102643";"2026-04-13T18:32:52.000Z";"Красная площадь";"";"";"";"duplicate";"Тот же объект уже представлен на под-карте отдельным опорным постом: Красная площадь.";"high";"3"
"https://vk.ru/wall-35885835_102619";"2026-04-11T07:29:00.000Z";"Водонапорная башня на Павлова";"Курск, ул. Павлова (бывшая Подвальная)";"51.748067";"36.192442";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_102610";"2026-04-10T17:14:19.000Z";"Угол Верхней Луговой и Скорятина";"Курск, район пересечения ул. Верхней Луговой и ул. Скорятина";"51.745129";"36.167928";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
